,Region,Categoria,Marca,Segmento,WEEK,YEAR,VSIGV
3599,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,53,2019,2496638.8498
3600,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,48,2018,28736.9842
3601,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,14,2021,24343.1779
3602,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,40,2020,250702.3849
3603,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,33,2020,2668341.4461
3604,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,42,2019,23949.9108
3605,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,4,2019,1204369.3752
3606,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2020,5975236.0249
3607,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,53,2018,17618.2167
3608,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,7,2020,1539027.242
3609,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,15,2021,11754.354
3610,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,10,2018,137342.6185
3611,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,22,2019,138062.234
3612,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,52,2019,115435.1039
3613,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,53,2018,1768.1197
3614,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,50,2018,1364.5105
3615,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,16,2019,50303.4302
3616,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,46,2018,18597.8433
3617,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,49,2019,133608.7071
3618,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2020,6890826.22
3619,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,23,2020,146903.5279
3620,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,49,2020,8098339.6735
3621,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2018,662962.2864
3622,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,50,2018,1236663.1412
3623,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,46,2019,4017.2157
3624,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,20,2018,21503.43
3625,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,27,2018,78669.0145
3626,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,45,2020,140153.3017
3627,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,45,2020,1024710.3211
3628,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,19,2018,3793362.9085
3629,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2021,1357350.2176
3630,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,4,2018,110692.4807
3631,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2021,5199799.9449
3632,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,35,2020,445918.4038
3633,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,20,2018,805896.5991
3634,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,19,2020,2098.3674
3635,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,15,2018,4321.0224
3636,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,51,2018,48794.1935
3637,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,15,2019,3740488.7201
3638,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,53,2019,189299.8487
3639,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,25,2019,3374082.6632
3640,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,19,2018,62620.588
3641,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,42,2019,62668.8748
3642,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,18,2020,23535.925
3643,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,44,2019,53502.1559
3644,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,41,2020,74044.5331
3645,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,45,2019,994082.3782
3646,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,19,2018,800635.2149
3647,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,14,2019,510616.2964
3648,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,19,2018,1028059.5302
3649,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,46,2018,4840870.8419
3650,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,49,2020,58571.1655
3651,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2020,826886.2664
3652,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,43,2019,23488.0084
3653,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2019,1111630.4596
3654,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2019,122164.326
3655,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2018,92859.1258
3656,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,28,2019,982687.629
3657,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,45,2018,4884.0291
3658,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,14,2019,114128.1435
3659,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,7,2019,536952.1188
3660,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,32,2020,396391.933
3661,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,15,2021,564403.8155
3662,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,44,2020,70715.7018
3663,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,26,2018,12978.8744
3664,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2019,48268.2468
3665,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,16,2020,2534533.4497
3666,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,42,2019,4586334.4608
3667,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,21,2018,2423377.4278
3668,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,27,2020,20.76
3669,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,22,2019,7132.9763
3670,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,34,2019,42054.0367
3671,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,36,2018,102325.8691
3672,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,10,2020,47637.6224
3673,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,6,2021,1934629.0857
3674,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,11,2018,152524.6558
3675,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2021,175806.1917
3676,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,12,2021,1017058.3641
3677,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,34,2020,133742.543
3678,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,12,2018,846326.1269
3679,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,30,2018,99632.5022
3680,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2021,9978.82
3681,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2021,4145939.3704
3682,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,41,2020,44761.3277
3683,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,35,2020,279592.7178
3684,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,50,2020,2640.6724
3685,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,40,2020,58618.3836
3686,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,24,2019,81518.8389
3687,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,40,2018,88642.4982
3688,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,6,2021,14717.2455
3689,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,30,2020,66514.5484
3690,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,34,2020,849983.4039
3691,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,50,2020,532.7899
3692,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2020,4591626.7041
3693,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,9,2020,453916.8326
3694,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,7,2019,4663827.6367
3695,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,27,2019,190033.3099
3696,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2020,56008.0241
3697,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,36,2020,462749.8205
3698,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,10,2020,134844.4869
3699,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,35,2018,15611.1564
3700,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,50,2018,108833.1726
3701,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,37,2018,23147.0221
3702,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,48,2018,7460.9026
3703,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,36,2019,149524.0934
3704,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,3,2020,395911.7275
3705,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,30,2018,74716.9169
3706,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,44,2019,10010.6803
3707,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,25,2020,2449824.6426
3708,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,28,2018,27310.1423
3709,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,41,2020,371832.455
3710,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2021,465411.1334
3711,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,39,2020,108799.5047
3712,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,19,2018,71645.5835
3713,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,7,2021,9568.1735
3714,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,51,2018,59392.616
3715,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,26,2018,7075.4227
3716,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,14,2021,542359.6861
3717,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,48,2018,89484.1726
3718,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,48,2018,1274322.2795
3719,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2018,734376.1598
3720,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2018,44512.3743
3721,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,52,2018,81064.7933
3722,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,27,2018,79750.7916
3723,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2021,25114.7985
3724,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,15,2020,67813.3562
3725,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,21,2020,110356.5473
3726,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2019,10547.7299
3727,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,19,2018,1357.4322
3728,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2020,447198.7782
3729,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,31,2019,144684.7929
3730,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,52,2019,2646543.1806
3731,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,44,2018,60559.1174
3732,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,11,2018,104733.4975
3733,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,29,2019,8220.6603
3734,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,5,2021,2339220.833
3735,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,52,2018,2411119.5362
3736,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,43,2019,688985.2187
3737,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,13,2020,3733351.7089
3738,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,19,2020,1576451.269
3739,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,38,2020,745003.1716
3740,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,15,2018,10331.3946
3741,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,23,2019,4561243.3468
3742,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,49,2019,117685.2006
3743,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,9,2021,311419.6668
3744,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,13,2021,5728.6642
3745,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,20,2020,2069647.3122
3746,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,26,2019,1004004.5696
3747,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,11,2019,10072.8988
3748,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,48,2020,507576.307
3749,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,25,2019,149318.2602
3750,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,15,2021,99111.4702
3751,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,39,2020,709343.1085
3752,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,9,2021,9102967.9287
3753,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,16,2018,144280.6096
3754,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,12,2019,21492.4461
3755,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,33,2018,28347.7342
3756,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,43,2020,111589.4742
3757,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,53,2018,16892.7826
3758,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2020,422620.409
3759,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,38,2018,12401.1993
3760,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,44,2018,197351.2972
3761,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,15,2018,1151698.8017
3762,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,29,2019,173197.8118
3763,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,44,2020,6092797.283
3764,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,28,2018,1447875.9597
3765,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,29,2018,130720.4097
3766,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,21,2018,3240824.1154
3767,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,42,2020,3728.2021
3768,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,15,2021,275300.6204
3769,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,5,2019,143910.2161
3770,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,53,2020,79324.5991
3771,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,52,2019,422942.9106
3772,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2021,100148.1071
3773,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,46,2018,367100.0474
3774,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,31,2020,471.7854
3775,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,52,2018,14822.8564
3776,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,53,2019,867720.0907
3777,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,42,2019,629315.8577
3778,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,19,2020,4738928.8213
3779,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,18,2020,5631853.0345
3780,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,51,2018,6725.3577
3781,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2018,800577.2383
3782,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,24,2019,1244438.6468
3783,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,48,2019,3266222.8547
3784,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,17,2019,3456821.5671
3785,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,15,2018,1255022.7616
3786,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,8,2020,63638.728
3787,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,47,2018,735310.1956
3788,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,9,2018,140328.0221
3789,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,23,2019,1137121.6642
3790,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,33,2018,5880.1637
3791,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,53,2020,377642.1441
3792,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,20,2018,84751.0325
3793,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,14,2020,325187.8333
3794,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,53,2018,85139.4424
3795,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,3,2021,501552.2837
3796,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,49,2018,420906.4716
3797,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,5,2021,7164780.7086
3798,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,35,2018,156414.5214
3799,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,20,2019,136177.7119
3800,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2021,220275.1108
3801,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,44,2019,33883.6794
3802,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,2020,31777.265
3803,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,34,2020,6172025.3325
3804,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2020,6193265.0984
3805,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,24,2018,39518.8342
3806,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,49,2020,1984350.5184
3807,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,5,2019,65524.0647
3808,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,44,2019,1924540.5467
3809,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,40,2020,45462.3584
3810,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,15,2021,23095.9337
3811,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,8,2019,4455492.1817
3812,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,18,2020,470044.5493
3813,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,18,2019,167770.5246
3814,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2020,5082.9739
3815,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,49,2019,237133.3698
3816,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,36,2018,6864.6423
3817,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,39,2019,2608197.8463
3818,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,8,2019,1618320.8276
3819,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,40,2018,265654.1721
3820,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,6,2018,14470.0152
3821,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,12,2020,28741.7193
3822,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,40,2020,104820.2254
3823,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,6,2020,137919.769
3824,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,42,2020,146595.9364
3825,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,19,2018,11843.7323
3826,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,52,2017,1167.52
3827,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,52,2018,148896.2558
3828,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,16,2020,234590.6725
3829,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,40,2020,18931.3063
3830,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,30,2018,1898571.7002
3831,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,20,2020,343150.9378
3832,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,52,2020,79890.765
3833,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2019,42314.6498
3834,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,45,2018,1384141.7895
3835,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2020,1861072.185
3836,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,29,2020,4431993.4123
3837,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,53,2020,621476.7927
3838,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,2,2021,1347241.749
3839,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,13,2019,7933334.6381
3840,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,23,2020,14018.9626
3841,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,35,2020,1888101.6238
3842,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,26,2019,6780111.73
3843,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,9,2018,69089.0109
3844,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2021,8022.914
3845,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,44,2019,8499.4872
3846,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,12,2021,323504.291
3847,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,8,2021,68215.0254
3848,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,38,2018,85236.3533
3849,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,10,2021,88556.5959
3850,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,51,2020,6074767.6654
3851,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,52,2020,7067.7951
3852,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,50,2019,1941236.5296
3853,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,51,2017,4364.4
3854,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,2019,7373.9508
3855,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,14,2018,96047.44
3856,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,16,2019,68242.6932
3857,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,44,2019,156473.3667
3858,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,23,2018,116633.4394
3859,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,48,2018,22246.3001
3860,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,48,2018,44507.0224
3861,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,48,2019,164103.5337
3862,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,12,2018,860356.9181
3863,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,34,2019,4807114.3551
3864,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,40,2019,46648.7521
3865,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2019,14603.3534
3866,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,8,2019,134198.9211
3867,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,25,2020,21088.5052
3868,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,25,2019,35965.1896
3869,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,30,2020,5049861.4712
3870,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,15,2018,790124.2496
3871,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2019,464874.5757
3872,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2021,4782.52
3873,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,37,2020,183225.5748
3874,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2020,3892954.5594
3875,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,49,2018,1186253.479
3876,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,16,2019,109666.6257
3877,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,4,2019,6400.3705
3878,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,30,2018,19465.4749
3879,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,44,2019,6484458.3225
3880,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,16,2018,152977.4385
3881,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,34,2020,365780.0267
3882,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,51,2019,168749.8072
3883,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,35,2019,1524342.5838
3884,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2021,1961.2366
3885,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,40,2018,8407.1444
3886,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,42,2019,256581.6919
3887,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,43,2018,55031.5359
